country,region,year,score,logged_gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,eb_log_gdp_per_capita,eb_social_support,eb_healthy_life_expectancy,eb_freedom_to_make_life_choices,eb_generosity,eb_perceptions_of_corruption
Trinidad and Tobago,Latin America and Caribbean,2015,6.168000221,10.29110622,0.883561075,60.93527985,0.846471548,0.108202524,0.947631657,1.211834431,1.183543205,0.614832401,0.558843493,0.318435669,0.011400152
Tunisia,Middle East and North Africa,2015,4.738999844,9.277225494,0.640722752,65.38324738,0.565508366,-0.214552879,0.865064383,0.88113445,0.604287028,0.737926543,0.262681395,0.06431248,0.063577503
Turkey,Middle East and North Africa,2015,5.331999779,9.828620911,0.784110665,65.15909576,0.532750309,-0.140608296,0.716508508,1.060984373,0.946318448,0.731723309,0.228151277,0.122533143,0.157455519
Turkmenistan,Commonwealth of Independent States,2015,5.547999859,9.514340401,0.901644766,58.18998337,0.767969668,-0.080590613,0.477589399,0.958474755,1.226679325,0.538858354,0.476095021,0.16978839,0.308437437
Uganda,Sub-Saharan Africa,2015,3.930999994,7.222754955,0.862366378,50.9541893,0.750114858,0.072929263,0.850681484,0.211022779,1.132986307,0.338613212,0.457274318,0.290663093,0.072666593
Ukraine,Commonwealth of Independent States,2015,4.681000233,9.025622368,0.891627014,63.06974411,0.554642737,-0.102233365,0.918812096,0.799068451,1.202783346,0.673902035,0.251228005,0.152747855,0.029612312
United Arab Emirates,Middle East and North Africa,2015,6.901000023,10.95158863,0.859333575,67.96046448,0.924950719,0.039416384,0.355115891,1.427265525,1.125751972,0.809249043,0.641568065,0.264276534,0.385833055
United Kingdom,Western Europe,2015,6.867000103,10.45831871,0.926294088,71.58045197,0.881961286,0.363087177,0.45823577,1.266374469,1.285476804,0.909429491,0.596253097,0.519120455,0.320667744
United States of America,North America and ANZ,2015,7.118999958,10.85116482,0.910210848,69.85884094,0.834320545,0.213130787,0.714229286,1.394510031,1.247112513,0.861785233,0.546035171,0.401051521,0.15889585
Uruguay,Latin America and Caribbean,2015,6.485000134,9.830703735,0.894191384,68.04554749,0.888953388,-0.001069459,0.577055931,1.061663747,1.208900332,0.811603665,0.60362345,0.232399791,0.245580822
Uzbekistan,Commonwealth of Independent States,2015,6.002999783,8.514753342,0.949332833,60.31689835,0.940741599,-0.006184044,0.477873564,0.63243705,1.340432405,0.597719133,0.658213198,0.228372797,0.308257878
Venezuela,Latin America and Caribbean,2015,6.809999943,9.777275085,0.913919508,64.75435638,0.723369479,-0.222046241,0.790505648,1.044236779,1.255958915,0.720522463,0.429082125,0.058412541,0.110693961
Vietnam,Southeast Asia,2015,5.360000134,8.513903618,0.769831121,65.70241547,0.880241632,-0.082101293,0.800449133,0.632159889,0.912256658,0.746759236,0.594440401,0.16859895,0.104410298
Yemen,Middle East and North Africa,2015,4.077000141,8.251256943,0.672852993,53.19565964,0.653760672,-0.180259421,0.841382504,0.546491802,0.680929124,0.400644213,0.355707794,0.091313615,0.07854297
Zambia,Sub-Saharan Africa,2015,5.129000187,8.017899513,0.771449447,49.53158569,0.779519558,-0.047413018,0.768379211,0.470377028,0.916116893,0.299243718,0.488269687,0.195910946,0.124676481
Zimbabwe,Sub-Saharan Africa,2015,4.610000134,7.406627178,0.820347726,50.81447601,0.561648965,-0.055083856,0.837821662,0.270996839,1.032756805,0.334746748,0.258613229,0.189871266,0.080793202
Afghanistan,South Asia,2016,3.36,7.49728775,0.559071779,49.87126541,0.522566199,0.057393152,0.793245554,0.382265657,0.110368498,0.173436046,0.164304629,0.312679827,0.071116321
Albania,Central and Eastern Europe,2016,4.655,9.282299995,0.638411462,68.69837952,0.72981894,-0.017927289,0.901070774,0.955302894,0.501627386,0.730069757,0.318660259,0.168395013,0.053009737
Algeria,Middle East and North Africa,2016,6.355,9.549138069,0.748149693,64.82994843,,,,1.052660227,0.83308512,0.618043005,0.210056841,0.070441589,0.161569893
Angola,Sub-Saharan Africa,2016,3.866,,,,,,,0.847309828,0.663659394,0.049912684,0.005886351,0.120707437,0.084338747
Argentina,Latin America and Caribbean,2016,6.65,,0.882819116,67.44399261,0.847702205,,0.850924492,1.15136528,1.06612432,0.697112739,0.422835112,0.109889276,0.072960153
Armenia,Commonwealth of Independent States,2016,4.36,8.98956871,0.709218323,65.4094696,0.610986948,-0.155814424,0.921421051,0.860859156,0.624768198,0.640833914,0.14037241,0.077928573,0.036157168
Australia,North America and ANZ,2016,7.313,10.69628143,0.942334235,72.52162933,0.922315717,0.223086312,0.398545116,1.444426179,1.104755282,0.851203442,0.568365872,0.474068999,0.323306561
Austria,Western Europe ,2016,7.119,10.69459534,0.926318586,71.64565277,0.888513982,0.071537279,0.52364099,1.450382471,1.083832502,0.805645227,0.543551922,0.328647077,0.213483572
Azerbaijan,Commonwealth of Independent States,2016,5.291,9.691197395,0.777271032,62.04492569,0.712573171,-0.2282276,0.606770813,1.123732328,0.76042366,0.545036376,0.353265971,0.056396302,0.179136723
Bahrain,Middle East and North Africa,2016,6.218,10.70677662,0.862700105,65.96392059,0.888691068,,,1.440244079,0.94396764,0.656957924,0.473753095,0.171470031,0.257721454
Bangladesh,South Asia,2016,4.643,8.100569725,0.649116933,62.04618835,0.874700487,-0.079817846,0.687853634,0.541766882,0.247490913,0.529888511,0.397775203,0.191324383,0.12583366
Belarus,Commonwealth of Independent States,2016,5.802,9.684698105,0.926551104,65.76477051,0.658228815,-0.13301833,0.664055169,1.130622387,1.049929738,0.631036282,0.290910363,0.139418796,0.174569637
Belgium,Western Europe,2016,6.929,10.63217831,0.928964078,71.52167511,0.865759015,-0.064254232,0.4966591,1.425390482,1.052487135,0.819593668,0.513537586,0.242399335,0.262475789
Belize,Latin America and Caribbean,2016,5.956,,,,,,,0.876162708,0.686545849,0.455687672,0.512311637,0.236840621,0.1077113
Benin,Sub-Saharan Africa,2016,3.484,7.62152338,0.492815852,50.76924515,0.779795229,-0.038521048,0.837715745,0.394992262,0.104188949,0.210283667,0.397465467,0.201800823,0.066805065
Bhutan,South Asia,2016,5.196,,,,,,,0.85269922,0.908361614,0.497591704,0.460738599,0.485455036,0.161598593
Bolivia,Latin America and Caribbean,2016,5.822,8.797091484,0.795958757,60.04561996,0.881748736,-0.039895076,0.852592945,0.79421556,0.837788463,0.469702065,0.509607852,0.216978401,0.077457048
Bosnia and Herzegovina,Central and Eastern Europe,2016,5.163,9.240181923,0.807705104,67.77558136,0.633453727,0.140728295,0.957311988,0.93382591,0.643669307,0.707662225,0.095113359,0.298890561,0
Botswana,Sub-Saharan Africa,2016,3.974,9.624712944,0.768302798,55.19362259,0.851694882,-0.258422136,0.729171813,1.094257355,0.891864955,0.347515285,0.440892041,0.124251723,0.10769476
Brazil,Latin America and Caribbean,2016,6.952,9.525510788,0.912455142,64.83092499,0.806571543,-0.110323586,0.781092763,1.08754158,1.039377689,0.61415261,0.404254824,0.157763064,0.141658947
Bulgaria,Central and Eastern Europe,2016,4.217,9.766366959,0.92603606,68.2297287,0.700265527,-0.174192682,0.935988188,1.113064647,0.925417423,0.67805624,0.212191105,0.127929702,0.00615381
Burkina Faso,Sub-Saharan Africa,2016,3.739,7.376116753,0.764401138,51.10700226,0.644681513,0.016965307,0.720542431,0.319952011,0.630537152,0.212966383,0.333697379,0.243525133,0.125326842
Burundi,Sub-Saharan Africa,2016,2.905,,,,,,,0.068309732,0.234424442,0.157467261,0.04320135,0.202902168,0.094187506
Cambodia,Southeast Asia,2016,3.907,8.146677971,0.745901227,58.53693771,0.957821488,0.077873215,0.840416849,0.556039333,0.537498176,0.424944222,0.588519156,0.403388411,0.080922894
Cameroon,Sub-Saharan Africa,2016,4.513,8.020015717,0.659299791,48.33827972,0.71250701,0.004161811,0.87945056,0.524972677,0.62541908,0.126975924,0.427361518,0.226795286,0.061263487
Canada,North America and ANZ,2016,7.404,10.67451286,0.924392521,72.2983017,0.912423909,0.196096614,0.385090441,1.440147758,1.096098185,0.827603579,0.57370019,0.44834137,0.313291997
Chad,Sub-Saharan Africa,2016,3.763,7.584248066,0.616204858,45.10814285,0.525222123,0.041371502,0.819788873,0.422141939,0.631775618,0.038235091,0.128071576,0.186667085,0.049524732
Chile,Latin America and Caribbean,2016,6.705,10.01003551,0.841388166,71.83113861,0.652289748,0.089744627,0.858124971,1.216696262,0.905871034,0.818833172,0.377893388,0.315953463,0.114507757
China,East Asia,2016,5.245,9.561012268,0.741703033,69.0667038,,-0.245219812,,1.027797103,0.793808103,0.735614955,0.440123588,0.049588207,0.027451765
Colombia,Latin America and Caribbean,2016,6.481,9.48623085,0.88190037,64.00605774,0.834966123,-0.107797056,0.897553861,1.030316114,1.021694183,0.596591532,0.447348237,0.156259283,0.053988829
Comoros,Sub-Saharan Africa,2016,3.956,,,,,,,0.275094002,0.603230715,0.299808353,0.154117793,0.182702526,0.184365198
Congo (Brazzaville),Sub-Saharan Africa,2016,4.236,8.711130142,0.615449011,53.89886475,0.785906553,-0.116827436,0.790385723,0.771092892,0.477987349,0.282115191,0.379376739,0.120770879,0.09752927
Congo (Kinshasa),Sub-Saharan Africa,2016,4.272,6.632929325,0.864154518,50.29008102,0.637366712,0.006238339,0.874999642,0.056606013,0.806764662,0.188003927,0.15601705,0.254578084,0.060748998
Costa Rica,Latin America and Caribbean,2016,7.087,9.609200478,0.900701284,69.66177368,0.872971952,-0.031022305,0.780562043,1.068794847,1.021524072,0.761464834,0.552250743,0.225525066,0.105465144
Croatia,Central and Eastern Europe,2016,5.488,,,,,,,1.186485887,0.608087182,0.705240667,0.239070639,0.184344918,0.040024605
Cyprus,Western Europe,2016,5.546,10.32312202,0.786438465,72.64193726,0.756220996,-0.03673432,0.897639513,1.318565488,0.706973851,0.848804116,0.295066029,0.279059798,0.052277435
Czech Republic,Central and Eastern Europe,2016,6.596,10.3233633,0.930592895,69.42073059,0.850328267,-0.203110084,0.900430739,1.309153438,1.007931709,0.763755083,0.41417706,0.099286601,0.03985557
Denmark,Western Europe ,2016,7.526,10.68310165,0.954451501,70.91555023,0.948230565,0.131326869,0.209893376,1.441784382,1.163744926,0.795040131,0.57941258,0.361709565,0.444532186
Dominican Republic,Latin America and Caribbean,2016,5.155,9.538721085,0.894753456,63.30880356,0.872712433,-0.083151594,0.737182975,1.027870893,0.994959295,0.576689005,0.522585511,0.212857142,0.12371701
Ecuador,Latin America and Caribbean,2016,5.976,9.223009109,0.842352092,67.1619873,0.846336305,-0.01742064,0.774084151,0.973064899,0.859740674,0.686129689,0.402699977,0.100736052,0.180371672
Egypt,Middle East and North Africa,2016,4.362,9.246436119,0.809218585,61.44123077,0.655845225,-0.150301799,0.817527413,0.953951299,0.498131216,0.521161914,0.188465044,0.12706089,0.103929445
El Salvador,Latin America and Caribbean,2016,6.068,9.017533302,0.793659985,64.10896301,0.799847007,-0.194430649,0.797312021,0.87369591,0.809750974,0.59600395,0.372685879,0.088773847,0.106125608
Estonia,Central and Eastern Europe,2016,5.517,10.22024822,0.937715113,67.37776184,0.842770696,-0.156858996,0.639085293,1.279636979,1.051626801,0.680980504,0.415114403,0.084225267,0.185190409
Ethiopia,Sub-Saharan Africa,2016,4.508,7.377803802,0.718718708,56.04902267,0.744307697,0.052286725,0.702880859,0.292833269,0.37931633,0.34577632,0.36702913,0.295218557,0.171699375
Finland,Western Europe ,2016,7.413,10.56876278,0.953940451,71.38269043,0.948372185,-0.035874676,0.249659568,1.40597868,1.134640336,0.81091392,0.571036816,0.254919082,0.410039783
France,Western Europe,2016,6.478,10.53624725,0.884922922,72.59750366,0.786780477,-0.101393685,0.622697055,1.394883513,1.005080104,0.837949932,0.465618432,0.121603429,0.178082541
Gabon,Sub-Saharan Africa,2016,4.121,9.860257149,0.780048966,56.11114502,0.698942363,-0.235984087,0.816563547,1.158508897,0.723678648,0.349404246,0.280975461,0.062437054,0.093141817
Georgia,Commonwealth of Independent States,2016,4.252,9.159031868,0.533412278,65.85913849,0.606468379,-0.238100916,0.560924053,0.8379246,0.192494437,0.64034605,0.324610114,0.067858882,0.31879583
Germany,Western Europe ,2016,6.994,10.70416832,0.906029284,70.86317444,0.870515049,0.136947975,0.445922136,1.447866678,1.097738504,0.814869463,0.534662247,0.304522663,0.285507739
Ghana,Sub-Saharan Africa,2016,4.276,8.310908318,0.647303164,53.69581985,0.75116837,0.095265225,0.893955231,0.631068647,0.493525058,0.296813399,0.409732223,0.212032646,0.032602906
Greece,Western Europe,2016,5.033,10.1151228,0.802605867,71.25013733,0.481616855,-0.267767459,0.898470819,1.248862028,0.754731655,0.800289333,0.058221195,0,0.041272469
Guatemala,Latin America and Caribbean,2016,6.324,8.903938293,0.811235487,62.16745377,0.862675726,0.009946201,0.812030017,0.834544599,0.871189952,0.540386319,0.503786147,0.288083464,0.087014526
Guinea,Sub-Saharan Africa,2016,3.607,7.047148228,0.675447047,50.49309921,0.725685179,-0.004052434,0.802781165,0.224151656,0.310899138,0.188288182,0.309527636,0.299137384,0.119202852
Haiti,Latin America and Caribbean,2016,4.028,7.409858704,0.58374244,53.20775986,0.303540409,0.297609389,0.838523149,0.340972722,0.295613825,0.274940819,0.120723948,0.479578078,0.144757867
Honduras,Latin America and Caribbean,2016,4.871,8.49257946,0.773909986,63.58609009,0.850046694,0.08091341,0.792875171,0.694292605,0.755958438,0.583828628,0.267550528,0.204403043,0.069061995
Hong Kong,East Asia,2016,5.458,,,,,,,1.510701537,0.870208204,0.952773213,0.480789185,0.400968164,0.316466331
Hungary,Central and Eastern Europe,2016,5.145,10.12352848,0.899511576,67.30926514,0.55395174,-0.196067855,0.924185812,1.241419196,0.9316383,0.676083803,0.197703317,0.098998934,0.044721223
Iceland,Western Europe ,2016,7.501,10.68902969,0.984940052,72.05354309,0.951609552,0.27398783,0.719299555,1.426655412,1.183259368,0.867332816,0.566242337,0.476783901,0.149747416
India,South Asia,2016,4.404,8.713158607,0.613529384,59.34959793,0.820068777,0.035123747,0.764722109,0.740358531,0.292474449,0.450911433,0.402845562,0.250284731,0.087221779
Indonesia,Southeast Asia ,2016,5.314,9.287412643,0.791830599,60.47728348,0.82994163,0.485927582,0.889677405,0.951040626,0.87625128,0.493741304,0.392365605,0.565213919,0.003222997
Iran,Middle East and North Africa,2016,4.813,9.748827934,0.566281199,65.6570816,,0.156854063,,1.11757791,0.38857168,0.642323375,0.225437149,0.385382473,0.055696428
Iraq,Middle East and North Africa,2016,4.575,9.586719513,0.718956709,60.85366058,0.666160166,-0.08291506,0.798866451,1.07474339,0.592047036,0.510759652,0.248559147,0.195888206,0.136355549
Ireland,Western Europe,2016,6.907,10.90115261,0.958144009,71.40406799,0.874589145,0.171785638,0.398544312,1.483413577,1.161568046,0.814548731,0.540084302,0.449628145,0.29753685
Israel,Middle East and North Africa,2016,7.267,10.36746407,0.889660776,72.3062439,0.772297323,0.1466925,0.804056585,1.33766067,0.995372832,0.849171937,0.36432001,0.322876483,0.087278329
Italy,Western Europe,2016,5.977,10.43184376,0.927212834,72.72756195,0.623741627,-0.087276623,0.902801216,1.354946852,1.041667461,0.851017892,0.188266635,0.166838825,0.02555649
Ivory Coast,Sub-Saharan Africa,2016,3.916,8.157474518,0.617400765,45.35932159,0.768789351,-0.026616128,0.757453382,0.55506587,0.575758815,0.044759069,0.406628996,0.203382105,0.155298561
Jamaica,Latin America and Caribbean,2016,5.51,,,,,,,0.893330693,0.963718593,0.5946877,0.435969591,0.222449809,0.042939641
Japan,East Asia,2016,5.921,10.49381065,0.899773836,75.08885193,0.836064637,-0.075606167,0.697639346,1.38007319,1.060541987,0.914910614,0.467606604,0.102243334,0.189853474
Jordan,Middle East and North Africa,2016,5.303,9.239942551,0.819944739,64.30827332,0.771350622,-0.052945342,,0.996726453,0.862160563,0.607119262,0.360229939,0.142622128,0.132970601
Kazakhstan,Commonwealth of Independent States,2016,5.919,10.08656502,0.927810669,65.25882721,0.782805562,-0.053312745,0.702016652,1.229428291,0.955435932,0.573857725,0.40520218,0.150109679,0.111316212
Kenya,Sub-Saharan Africa,2016,4.356,8.00462532,0.70592159,54.58264542,0.748508275,0.31537044,0.828411579,0.522671163,0.762397349,0.301471651,0.405755043,0.413277924,0.066859066
Kosovo,Central and Eastern Europe,2016,5.401,9.164076805,0.82380271,62.2653923,0.827398598,0.118290417,0.940897942,0.901451945,0.660622716,0.540003181,0.143963769,0.279919446,0.065471202
Kuwait,Middle East and North Africa,2016,6.239,11.08980465,0.845222056,65.22395325,0.840967178,-0.113090381,,1.617141366,0.877582967,0.635688484,0.431660771,0.159652606,0.236691728
Kyrgyzstan,Commonwealth of Independent States,2016,5.185,8.091743469,0.914375484,62.5934639,0.813939214,0.0819178,0.916922808,0.560443997,0.954338312,0.554490626,0.402119219,0.384315312,0.047621343
Laos,Southeast Asia,2016,4.876,,,,,,,0.680423439,0.549695015,0.382905632,0.521675408,0.43078813,0.224229053
Latvia,Central and Eastern Europe,2016,5.56,10.05293655,0.917073965,65.52488708,0.685299277,-0.162657723,0.867639601,1.217876792,0.950254142,0.639524221,0.279956311,0.174453154,0.088895261
Lebanon,Middle East and North Africa,2016,5.129,9.456853867,0.827885926,68.87224579,0.657357454,0.03452611,0.853114486,1.122678638,0.641836703,0.761709571,0.262280792,0.236933082,0.030606575
Liberia,Sub-Saharan Africa,2016,3.622,6.681718826,0.642614603,51.54916,0.763476014,0.085705712,0.901267469,0.107063256,0.503526747,0.231654659,0.257483155,0.2406293,0.048521545
Libya,Middle East and North Africa,2016,5.615,9.625382423,0.87606585,61.29749298,0.822384834,-0.129474103,,1.066875935,0.950764835,0.523042977,0.406719416,0.170868352,0.103392102
Lithuania,Central and Eastern Europe,2016,5.813,10.21611309,0.937873363,65.05998993,0.614239335,-0.27387473,0.949392676,1.269200087,1.064109921,0.646744013,0.18928887,0.020247009,0.018196519
Luxembourg,Western Europe,2016,6.871,11.45924854,0.941260576,72.89732361,0.882365346,0.003842965,0.356336325,1.69752419,1.039993048,0.845419347,0.548702359,0.275711238,0.353293061
Macedonia,Central and Eastern Europe,2016,5.121,9.486315727,0.871212244,65.69872284,0.706179321,0.07731916,0.869719028,1.019297957,0.782356858,0.64737922,0.276682049,0.235072523,0.070470847
Madagascar,Sub-Saharan Africa,2016,3.695,7.23338604,0.746496975,56.64056778,0.569645405,-0.057400767,0.864171147,0.279543608,0.46115467,0.371090263,0.13683778,0.220397666,0.075058505
Malawi,Sub-Saharan Africa,2016,4.156,7.01369524,0.524299622,55.28212357,0.809884131,0.064433903,0.823615015,0.087093957,0.147002205,0.293644875,0.414301723,0.309678584,0.075636759
Malaysia,Southeast Asia,2016,6.005,,,,,,,1.251420617,0.880245805,0.623655319,0.390308052,0.414735854,0.090813398
Mali,Sub-Saharan Africa,2016,4.073,7.756872654,0.836254537,49.59024429,0.696007371,-0.075244598,0.862326682,0.312924176,0.863327265,0.163471952,0.275439262,0.210641325,0.13646628
Malta,Western Europe,2016,6.488,,0.930369377,71.65420532,0.916023612,,0.696494639,1.307815313,1.098792076,0.803154051,0.549941838,0.56236583,0.17554386
Mauritania,Sub-Saharan Africa,2016,4.201,8.249141693,0.784826875,53.37380981,0.466561466,-0.159601271,0.841835141,0.613908052,0.841419697,0.286394596,0.126799494,0.226863608,0.179548815
Mauritius,Sub-Saharan Africa,2016,5.648,9.852088928,0.836032152,65.48225403,0.819175661,0.129273996,0.890661359,1.143722653,0.7569502,0.661886156,0.46144712,0.369510621,0.052029993
Mexico,Latin America and Caribbean,2016,6.778,9.724581718,0.893492579,67.96994781,0.751613081,-0.156936705,0.808579445,1.115080833,0.714603782,0.711434186,0.377086431,0.117354617,0.183547229
Moldova,Commonwealth of Independent States,2016,5.897,8.46979332,0.83732146,63.90820694,0.557369471,0.005702797,0.969482958,0.691769421,0.831317425,0.523085415,0.252024621,0.199973464,0.019030778
Mongolia,East Asia,2016,4.907,9.337590218,0.947489381,62.92665482,0.759740949,0.074671298,0.900452137,0.988527238,1.089830875,0.554693222,0.35971877,0.345385551,0.032850172
Montenegro,Central and Eastern Europe,2016,5.161,9.651939392,0.865743697,66.52256012,0.568633676,-0.088770859,0.848966599,1.078377247,0.741729081,0.635325789,0.151106626,0.171912715,0.12721251
Morocco,Middle East and North Africa,2016,5.151,8.907473564,0.655409336,64.11890411,0.816556096,-0.249510631,0.717356145,0.840575635,0.385954618,0.594714701,0.256462544,0.040528033,0.084042557
Myanmar,Southeast Asia,2016,4.395,,0.793461978,57.22917938,0.877491176,,0.607286572,0.341123313,0.699811459,0.398799539,0.426919222,0.819711149,0.202434525
Namibia,Sub-Saharan Africa,2016,4.574,,,,,,,0.932872117,0.703617692,0.34745428,0.486137927,0.077949628,0.103975952
Nepal,South Asia,2016,4.793,7.740420818,0.837043643,61.05636597,0.839488447,0.184085652,0.81711489,0.446257055,0.696985006,0.500729203,0.370115995,0.381596237,0.070081405
Netherlands,Western Europe ,2016,7.339,10.75715065,0.925944209,71.26724243,0.907310009,0.226082265,0.43330425,1.46468389,1.02912271,0.812308967,0.552113593,0.474157631,0.299268067
New Zealand,North America and ANZ,2016,7.334,10.46762657,0.93660289,71.47316742,0.926576018,0.256161302,0.278270781,1.360661983,1.172781706,0.830957234,0.581473291,0.494010955,0.419043779
Nicaragua,Latin America and Caribbean,2016,5.992,8.526226997,0.852702439,66.10491943,0.716534257,0.042962451,0.731464922,0.693838418,0.895209551,0.652131021,0.465823591,0.297732264,0.162916645
Niger,Sub-Saharan Africa,2016,3.856,6.812114716,0.682828248,53.15184021,0.701927304,0.006900825,0.814493895,0.1327025,0.605297446,0.261615485,0.3804079,0.209700525,0.171763912
Nigeria,Sub-Saharan Africa,2016,4.875,8.619102478,0.804766953,45.47058487,0.797690511,0.032563467,0.904706836,0.752163231,0.644979417,0.05107902,0.278538823,0.232186615,0.030501828
North Cyprus,Western Europe,2016,5.771,,0.807690263,,0.796233833,,0.670191407,1.311412096,0.81825912,0.841418028,0.435961962,0.263217747,0.165783241
Norway,Western Europe ,2016,7.498,11.06857204,0.959742844,70.78459167,0.954352319,0.105538845,0.409666121,1.577440143,1.126895666,0.795789361,0.596085906,0.378948092,0.357757896
Pakistan,South Asia,2016,5.132,8.488559723,0.626921296,57.39804459,0.634182811,0.081839837,0.79253006,0.688163638,0.261352569,0.403063834,0.146219745,0.311846018,0.138804361
Palestinian Territories,Middle East and North Africa,2016,4.754,8.46180439,0.817770958,62.9549942,0.607669413,-0.132398888,0.812464654,0.670235455,0.716294169,0.568437994,0.177438766,0.111536279,0.106133856
Panama,Latin America and Caribbean,2016,6.701,9.990102768,0.882460237,67.82401276,0.884479761,-0.098418839,0.836976767,1.183057308,0.989121318,0.708346546,0.489274472,0.241801292,0.084229752
Paraguay,Latin America and Caribbean,2016,5.538,9.081317902,0.93986696,63.41120911,0.853534281,-0.058368079,0.756116271,0.893729806,1.111106753,0.582954884,0.46235162,0.252958059,0.073959857
Peru,Latin America and Caribbean,2016,5.743,9.386458397,0.802856445,65.26748657,0.829843879,-0.144014329,0.86591959,0.996017814,0.812553644,0.629942834,0.375016838,0.145270541,0.052919939
Philippines,Southeast Asia,2016,5.279,8.890526772,0.821298718,59.59458923,0.907595754,-0.07619869,0.791962206,0.812171459,0.87877202,0.470356584,0.548538148,0.216740772,0.117567897
Poland,Central and Eastern Europe,2016,5.835,10.15000153,0.91739881,67.66214752,0.870707512,-0.100947499,0.847753942,1.245846987,1.04684782,0.690581024,0.45190239,0.144434735,0.054995816
Portugal,Western Europe,2016,5.123,10.20860291,0.90463537,70.75627899,0.83806932,-0.232479244,0.922192395,1.276074409,0.943668902,0.793625772,0.447265118,0.116906412,0.015205773
Puerto Rico,Latin America and Caribbean,2016,7.039,,,,,,,1.35943079,1.081130385,0.77758044,0.468232125,0.222022176,0.122752629
Qatar,Middle East and North Africa,2016,6.375,,,,,,,1.824265599,0.879637301,0.717229843,0.566785216,0.323877066,0.480493426
Romania,Central and Eastern Europe,2016,5.528,9.942670822,0.809229195,66.94844818,0.8217206,-0.118267216,0.949044526,1.169700027,0.728026032,0.67602092,0.367121756,0.128893197,0.006788756
Russia,Commonwealth of Independent States,2016,5.856,10.0623064,0.910927355,62.20749664,0.713606298,-0.192702174,0.925462723,1.232281923,1.052608132,0.589905679,0.326817214,0.02736127,0.035856802
Rwanda,Sub-Saharan Africa,2016,3.515,7.455229282,0.665130913,55.09080887,0.910736382,0.034959052,0.158601388,0.328461111,0.615862489,0.318650216,0.543197215,0.235517174,0.505208671
Saudi Arabia,Middle East and North Africa,2016,6.379,10.8228693,0.889932334,63.8508606,0.774267733,-0.157678083,,1.489526391,0.848290741,0.592667282,0.379041046,0.154574409,0.300076246
Senegal,Sub-Saharan Africa,2016,4.219,7.769750595,0.838994384,57.88771057,0.743729651,-0.068176068,0.794353724,0.44313702,0.77415967,0.404569447,0.310557932,0.19103384,0.116809212
Serbia,Central and Eastern Europe,2016,5.177,9.484399796,0.894894958,66.06748199,0.614370823,-0.066844314,0.889765203,1.034370899,0.813292861,0.645801246,0.157181978,0.20736517,0.043391395
Sierra Leone,Sub-Saharan Africa,2016,4.635,7.35323,0.656723499,44.01073456,0.681202114,0.110239767,0.863264859,0.364854157,0.628003418,0,0.306851208,0.238972127,0.081962265
Singapore,Southeast Asia,2016,6.739,11.30000401,0.925128222,76.40869904,0.903735638,0.124826394,0.047311153,1.645546436,0.867575824,0.947188199,0.48769936,0.327062637,0.469869375
Slovakia,Central and Eastern Europe,2016,6.078,10.24734116,0.945179105,68.16325378,0.700098515,-0.075128973,0.916609168,1.279725552,1.082675695,0.703670502,0.233906135,0.138371661,0.029473193
Slovenia,Central and Eastern Europe,2016,5.768,10.28735638,0.934487343,70.80030823,0.903551102,-0.061483312,0.838474393,1.29946506,1.056134582,0.791508019,0.531639218,0.257384598,0.036349814
Somalia,Sub-Saharan Africa,2016,5.44,,0.594416559,47.56276321,0.917322814,,0.44080174,0,0.336134076,0.114662275,0.567781329,0.272246689,0.311798036
Somaliland region,Sub-Saharan Africa,2016,5.057,,,,,,,0.255577445,0.758623481,0.331076115,0.391295016,0.514790654,0.367940843
South Africa,Sub-Saharan Africa,2016,4.459,9.415353775,0.875389755,50.19886398,0.774136424,-0.08072304,0.812858999,1.024164915,0.960533559,0.18610996,0.424825251,0.136563376,0.084154382
South Korea,East Asia,2016,5.835,10.46794987,0.811163485,74.85412598,0.590956032,0.014718738,0.861816347,1.359476805,0.721935272,0.886448503,0.251680881,0.188236162,0.077156268
South Sudan,Middle East and North Africa,2016,3.832,7.461285591,0.532151818,49.40060043,0.439919025,0.020208737,0.785317779,0.393936366,0.185187027,0.157813624,0.196624979,0.258987993,0.13015157
Spain,Western Europe,2016,6.361,10.42780018,0.941736817,73.95972443,0.768173754,-0.058965199,0.818558574,1.342530847,1.129446745,0.878959715,0.375447303,0.176649779,0.061372794
Sri Lanka,South Asia,2016,4.415,,,,,,,0.973177612,0.847829461,0.620068312,0.508171797,0.469782919,0.079638049
Sudan,Middle East and North Africa,2016,4.139,,,,,,,0.630690753,0.819282651,0.29759115,0,0.18077454,0.100387059
Suriname,Latin America and Caribbean,2016,6.269,,,,,,,1.096858859,0.778662622,0.50933373,0.522341907,0.166648671,0.12692143
Sweden,Western Europe ,2016,7.291,10.7443037,0.912060678,71.96144867,0.918036401,0.131494105,0.246182442,1.45181036,1.087640166,0.831212401,0.582184851,0.382537901,0.408665925
Switzerland,Western Europe ,2016,7.509,10.91751099,0.927628279,72.95709991,0.933947086,0.078058235,0.301562965,1.527334213,1.145236492,0.863029063,0.585571766,0.280825347,0.412032723
Syria,Middle East and North Africa,2016,3.069,,,,,,,0.74718523,0.148658514,0.62993592,0.069124863,0.483968765,0.172329709
Taiwan,East Asia,2016,6.379,,,,,,,1.397285581,0.926242232,0.795653343,0.323774934,0.254951417,0.066301078
